Question,Answer,Conversation#,Turn#,Context,Question Length
"What did East Bay Ray, Klaus Flouride, and D. H. Peligro ask for in the lawsuit against Jello Biafra?","In October 1998, three former members of the Dead Kennedys sued Biafra for nonpayment of royalties.",2110,6,"['What year was the first lawsuit for Jello Biafra?', 'In October 1998, three former members of the Dead Kennedys sued Jello Biafra for nonpayment of royalties.', 'How did the first lawsuit for Jello Biafra end?', 'In May 2000, a jury found Jello Biafra and Alternative Tentacles guilty of malice, oppression and fraud.', 'What was the name of the record label that was also found guilty in May 2000?', 'The record label is called Alternative Tentacles.', 'When did the band Dead Kennedys have a reunion?', 'In 2001, the band Dead Kennedys reformed without Jello Biafra; various singers have since been recruited for vocal duties.', 'What were the names of the former members of the Dead Kennedys that sued Biafra?', 'The names of the former members of the Dead Kennedys that sued Biafra are East Bay Ray, Klaus Flouride, and D.H. Peligro.']",22
Was Thomas Mitchell correct in his belief of the main river system in New South Wales during the first expedition?,Mitchel was satisfied that there was no truth about the river Kindur claimed by George Clarke.,4712,3,"['Why did Thomas Mitchell undertake his first expedition?', 'George Clarke claimed a river called Kindur flowed in New South Wales. Charles Sturt believed the Murray-Darling system formed the main river system. Mitchell wanted to prove Sturt wrong.', 'What year did Thomas Mitchell begin the first expedition?', 'Thomas Mitchell set out on 24 November, 1831.']",21
is there any other fact that you found interesting about Westlife besides that the group sold more than 12 million records in a span of three years during this time?,Westlife released their first greatest hits album in November that same year titled Unbreakable - The Greatest Hits Vol. 1.,5725,4,"['What can you tell me about Unbreakable by Westlife?', 'Westlife released their eleventh UK No. 1 single, Unbreakable in 2002.', ""What can you tell me about Brian McFadden's departure from Westlife?"", 'Brian McFadden left Westlife for his family and later released his solo music.', 'is there any significant facts about the time frame when Brian McFadden left Westlife for his family and later released his solo music that you liked ?', 'Westlife sold more than 12 million records in a span of three years during this time.']",31
What other songs were on Let Love In by Goo Goo Dolls besides Give a Little Bit as well as other top 10 radio singles,"Better Days, Stay with You, and Let Love In.",5730,4,"['What happened on Let Love In by the Goo Goo Dolls?', 'In 2006, the Goo Goo Dolls marked their 20th anniversary with their new album Let Love In', ""what songs were included on Goo Goo Dolls' 20th anniversay new album Let Love In?"", ""Goo Goo Dolls' Let Love In included the studio recording of Give a Little Bit“"", 'Were there other songs that were on Let Love In by Goo Goo Dolls', 'Other songs were on Let Love In by Goo Goo Dolls']",25
"What were other songs in the movie, Dreamgirls besides I'm Lookin' for Something by The Step Sisters, Move by Dreamettes, and And I Am Telling You I'm Not Going by Effie White?","Songs from Act II of Dreamgirls include Patience by Jimmy Early, Lorrell Robinson, C.C. White, and Chorus and One Night Only by Effie White.",2883,2,"['What were some of the songs in the movie, Dreamgirls?', ""Songs from Act I of Dreamgirls include I'm Lookin' for Something by The Step Sisters, Move by Dreamettes, and And I Am Telling You I'm Not Going by Effie White.""]",39
"What were the other new songs on The Greatest Hits (Texas album) besides In Demand, Inner Smile, and Guitar Song?",Tired of Being Alone“,3123,9,"['What is hush?', ""The Texas band's fifth album"", 'What was a song from the hush album?', 'Tell Me the Answer“', 'What was the first single from the hush album?', 'In Our Lifetime“', 'Were there any more singles from the hush album besides in our lifetime?', 'Yes, Summer Son“', 'So was the hush album a success then?', 'The album debuted at number one in the United Kingdom and spent a total of 43 weeks on the UK Albums Chart. It has been certified triple platinum by the British Phonographic Industry.', 'Did the Texas (band) have a Greatest Hits album?', 'Yes, it was released on 23 October 2000.', 'What songs were on The Greatest Hits (Texas album)?', ""I Don't Want a Lover“, Summer Son, and Prayer for You“"", 'What were the new songs on The Greatest Hits (Texas album)?', 'In Demand, Inner Smile, and Guitar Song']",25
Was the band the get up kids well received throughout the world when they promoted their second album something to write home about?,Venues booked months in advance could no longer hold the demand by the time The Get Up Kids arrived in town and fans were forced to stand outside to see them perform.,7048,5,"['Is Something to Write Home About an album by the band The Get Up Kids?', 'it is The Get Up Kids second studio album', 'Did the band The Get Up Kids release any singles with the album Something to Write Home about?', 'Action & Action was released as a single for The Get Up Kids album Something To Write Home About album.', 'Did the band the get up kids tour to promote the album something to write home about?', 'The Get Up Kids toured relentlessly for almost three years in promotion of the record.', 'Did the band the get up kids tour in other countries to promote their album something to write home about?', 'The Get Up Kids toured relentlessly in Europe, Japan, and Australia for almost three years in promotion of the record.']",24
"How did the project for Habitat For Huamnity with musician Jason White, his wife, Armstrong, and his family in their Spring Break in 2007 go?",April 12 Green Day's Billie Joe Armstrong wrote: “Today we worked on the upper ninth ward... We felt a great sense of accomplishment when we finished.”,2999,6,"['What does Green Day work entail for musician Jason White?', 'As a friend of punk rock trio Green Day, he appeared in the When I Come Around video, where he is seen kissing a girl (his real-life girlfriend at the time).', ""What was the theme of Green Day's When I Come Around video with musician Jason White?"", 'The music video shows the band walking to different places in San Francisco and Berkeley, California at night, along with various scenes of people doing common things all inter-related.', 'What are some of the Green Day related works of musician Jason White?', 'With the release of American Idiot, White was required to play with the band during the supporting tour of the album.', 'Did musician Jason White follow up with that Green Day tour for the album American Idiot?', 'He also appears along the band in their 2005 live CD/DVD Bullet in a Bible.', 'Did musician Jason White do more Green Day related works besides touring and music videos?', 'In April 2007, White and his wife joined Armstrong and his family in their Spring Break working with Habitat For Humanity and writing a diary for fan site GreenDay.net.']",29
"Does the book Gay Straight and in between detail any other important topics besides erotic orientation, bodymind, and Concepts of Determinism?",John Money suggests that the concept of threshold – the release or inhibition of sexual behavior – is most useful for sex research as a substitute for any concept of motivation.,5515,6,"['What is Gay Straight and in between?', 'A book.', 'What is the book Gay Straight and in between about?', 'John Money develops a conception of bodymind', 'What other topics does the book Gay Straight and in between discuss besides the Bodymind?', 'John Money also develops a view of Concepts of Determinism which, transcultural, transhistorical, and universal, all people have in common, sexologically or otherwise.', 'What does the book Gay Straight and in between say about erotic orientation?', 'John Money popularized the term paraphilia which would later replace perversions) and introduced the term sexual orientation in place of sexual preference.', 'What is bodymind from John Money?', 'Bodymind is a way for scientists, in developing a science about sexuality, to move on from the platitudes of dichotomy between nature versus nurture']",24
"what films did Alia Bhatt portray the role of Shanaya Singhania, a sophisticated teenage girl who is in a relationship with Dhawan's character in","Alia Bhatt had her first leading role in 2012 with Karan Johar's Student of the Year, alongside Sidharth Malhotra and Varun Dhawan.",70,2,"['what was Alia Bhatt first acting job', ""Alia Bhatt first portrayed the role of Shanaya Singhania, a sophisticated teenage girl who is in a relationship with Dhawan's character but is attracted to the character played by Malhotra.""]",26
Was there any other albums by Therapy? during the time after the band's first album I should know about?,"Pleasure Death is the second (mini-)album by the band Therapy?, released on 27 January 1992 on Willja Records.",1232,4,"['What happened in 1989 with the band Therapy??', 'While attending a charity gig, Andy Cairns noticed Fyfe Ewing playing drums in a punk covers band. The two spoke afterwards and agreed to meet for rehearsal.', 'How long did it take Therapy? to tour?', 'Therapy? released its first single, called Meat Abstract in July 1990. During the summer of that year, the band made its first tour through the United Kingdom.', 'Did Therapy? do anything in 1991?', ""Therapy?'s first mini-album Babyteeth was released on 15 July 1991 on Wiiija Records.""]",22
