Question,Answer,Conversation#,Turn#,Context,Question Length
What is Unpredictable?,"Jamie Foxx released his second studio album, Unpredictable, in December 2005.",4274,3,"['What is Ray, starring Jamie Foxx?', 'Foxx portrayed Ray Charles in the biographical film Ray, for which he won the Academy Award for Best Actor and the BAFTA Award for Best Actor in a Leading Role', 'Did the film Ray do well?', 'Ray was released in theaters on October 29, 2004. The film became a box-office hit, earning $75 million in the U.S. with an additional $50 million internationally.']",4
Who is Steve Carlton?,"Steven Norman Carlton, nicknamed Lefty, is a former Major League Baseball left-handed pitcher.",4136,1,[],5
what do greenhouse gases do,Greenhouse gases trap heat and make the planet warmer.,8914,5,"['what are known contributors to the green-house effect', 'The largest source of greenhouse gas emissions from human activities in the United States is from burning fossil fuels for electricity, heat, and transportation.', 'what percentage does transportation contribute to green-house effects', 'Transportation made 28.9 percent of 2017 greenhouse gas emissions.', 'what percentage does agriculture contribute to green-house effects', 'Greenhouse gas emissions from agriculture from livestock such as cows, agricultural soils, and rice production, made up 9.0 percent of 2017 greenhouse gas emissions.', 'how much have green-house emissions increased', 'Since 1990, gross U.S. greenhouse gas emissions have increased by 1.3 percent.']",5
Was Walter Payton married?,Walter Payton married Connie Norwood in 1976.,7230,4,"['When was Walter Payton born?', 'Throughout his life, Walter Payton had claimed his date of birth as July 25, 1954, a date which is cited in many of his early biographies.', ""Was July 25, 1954 not Walter Payton's real birth date?"", ""While researching his biography of Walter Payton, Sports Illustrated's Jeff Pearlman discovered Peyton's actual date of birth to be July 25, 1953."", ""Was the discrepancy between Walter Peyton's birth date significant in any way?"", ""Jeff Pearlman found Walter Payton's earliest use of the later date during his pursuit of the Heisman Trophy at Jackson State.""]",5
Who was Josef Breuer?,Josef Breuer was a distinguished physician who made key discoveries in neurophysiology and one of Freud's influences.,3142,6,"['What was the Seduction theory concerning?', 'A repressed memory of an early childhood sexual abuse or molestation experience.', 'What was the pressure technique?', 'Where patients were subjected to considerable pressure to reproduce infantile sexual abuse scenes that Freud was convinced had been repressed into the unconscious.', 'When did Sigmund Freud propose the seduction theory?', 'Mid-1890s', 'How was the seduction theory received?', 'Within a few years Freud abandoned his theory, concluding that the memories of sexual abuse were in fact imaginary fantasies.']",5
was tennessee a border state,"Though Tennessee had officially seceded and West Tennessee and Middle Tennessee had voted overwhelmingly in favor of joining the Confederacy, East Tennessee in contrast was strongly pro-Union.",9790,2,"['which state was not officially a state at the beginning of the civil war', ""The border states during the Civil War were the slave states that didn't leave the Union, including Delaware, Kentucky, Maryland, Missouri, and West Virginia.""]",5
is petroleum natural,"Petroleum (pronounced /pəˈtroʊliəm/) is a naturally occurring, yellowish-black liquid.",8712,3,"['is crude petroleum a solution or mechanical mixture', 'Petroleum is a mixture of a very large number of different hydrocarbons.', 'what is petroleum made of', 'The most commonly found molecules in petroleum are alkanes (paraffins), cycloalkanes (naphthenes), aromatic hydrocarbons, or more complicated chemicals like asphaltenes.']",3
when was ios 11.4.1 released,"iOS 11.4.1 was released on July 9, 2018.",8360,2,"['what is the final version of ios 11', 'The final version of iOS 11 was iOS 11.4.1.']",5
when was Ramadan established,Ramadan was established in the 7th century when the Quran was revealed to the Prophet Muhammad. His revelation began in 610 CE in Mecca at Hira Cave on Mount Nur.,7676,2,"['what is the importance of ramadan in Islam', 'Ramadan is the most sacred month of the year in Islamic culture.']",4
where was saint stephen buried,"Saint Stephen is believed to have been buried in a grave to the north of Jerusalem, but this body was exhumed and moved to a grave outside the Damascus Gate.",8264,4,"['who was the first martyr and how were they persecuted', 'Saint Stephen is recognized as a saint and the first martyr in Christian theology. He was condemned for committing blasphemy against the Jewish Temple', 'how did saint stephen die', 'Saint Stephen was stoned to death', ""who witnessed saint stephen's martyrdom"", 'St Paul witnessed Saint Stephen being stoned to death']",5
Who is Nina Simone?,"Nina Simone, was an American singer, songwriter, musician, and civil rights activist. Her music spanned a broad range of musical styles including classical, jazz, blues, folk, R&B, gospel, and pop.",259,1,[],5
is patricia heaton married,Patricia Heaton has been married to David Hunt since 1990.,9877,3,"['where is the cast from everybody loves raymond', 'Ray Romano is still popping up on TV, more recently on Men of a Certain Age, Parenthood, Vinyl and Get Shorty.', 'where is patricia heaton from everybody loves raymond', 'After the end of Everybody Loves Raymond, Patricia Heaton joined Kelsey Grammer on Back to You, before finding a new home as an overworked mom on The Middle.']",4
what contributes to dust storms,"Drought and wind contribute to the emergence of dust storms, as do poor farming and grazing practices by exposing the dust and sand to the wind.",8277,4,"['what were the major effects of a dust storm', 'Exposure to dust in dust storms can cause breathing and lung problems; can damage crops and harm livestock; cause accidents and power failures; and damage infrastructure.', 'can dust storms spread disease', 'Dust storms have been shown to increase the spread of disease across the globe.', 'how can dust storms spread disease', 'In a dust storm, virus spores in the ground are blown into the atmosphere by the storms with the minute particles and interact with urban air pollution']",5
Was Scott Weiland married?,Weiland was married three times during his life.,2657,1,[],5
who created spongebob squarepants,SpongeBob SquarePants was created by marine science educator and animator Stephen Hillenburg,8229,4,"['when was the first episode of spongebob released', 'SpongeBob SquarePants aired its first episode, Help Wanted, along with sister episodes Reef Blower and Tea at the Treedome, on May 1, 1999', 'who wrote the first episode of spongebob squarepants', 'The first episode of SpongeBob, Help Wanted, was written by series creator Stephen Hillenburg, Derek Drymon, and Tim Hill', ""who directed the animation of spongebob's first episode, help wanted"", ""The animation of SpongeBob's first episode, Help Wanted, was directed by the show's supervising director Alan Smart""]",4
Who was Comet?,"Comet was Andrea Martinez, a gay stand-up comic",5273,5,"['Was Comet good or bad?', 'Comet was originally introduced as a hero', 'What superhero was Comet with ?', 'Coment was with Linda Danvers as Supergirl', 'What powers did Comet have?', 'Comet had high-speed flight with a freezing contrail behind him. When he became an Angel of Love, he gained wings of ice, ice vision.', 'What did Comet look like?', ""Comet's appearance was unclear, as when using his powers he was surrounded by an aura of cold that made him resemble an actual comet""]",4
What was nearby Llanrhos?,"Deganwy, in the Creuddyn peninsula of Rhos.",6056,8,"['When did the reign of Gwynedd begin in Wales?', 'Maelgwn Gwynedd was king of Gwynedd during the early 6th century.', 'Who were the Britons fighting after the Romans left Britain?', 'The Britons were fighting invading Gaelic tribes from Ireland.', ""How did Britons' conquest of Wales over the Irish Gaelic tribes go?"", ""Maelgwn Gwynedd's father Cadwallon Long-Hand completed the process by destroying the last Irish settlements on Anglesey."", ""Who started Britons' conquest of Wales over the Irish Gaelic tribes?"", ""The kingdom of Gwynedd began with the reconquest of the Welsh coast by northern Britons under the command of Maelgwn Gwynedd's great-grandfather Cunedda Wledig."", 'Where did the name Gwynedd come from?', 'Gwynedd is believed to be an early borrowing from Irish, either cognate with the Old Irish ethnic name Féni, Irish People, or war band.', ""When did Maelgwn Gwynedd's reign end?"", 'Maelgwn Gwynedd died in 547 AD.', 'What was at Llanrhos in regards to Maelgwn Gwynedd?', 'Tradition also holds that Maelgwn Gwynedd died at Llanrhos, and was buried there.']",5
what is maryland known for,"Maryland is known for fishing, and it produces the most blue crabs in the United States. The state is also known for mining coal, clays, natural gas, and limestone.",9822,3,"['why do they call maryland the free state', 'The name Free State was given to Maryland in 1919, when Congress passed a law prohibiting the sale and use of alcohol.', 'does maryland have another nickname besides the free state', 'Other state nicknames for Maryland include, America In Miniature and Old Line State“']",5
