Question,Answer,Conversation#,Turn#,Context,Question Length
Who was Muhammad Ali's mother?,"Muhammad Ali's mother, Odessa O'Grady Clay, was a domestic helper.",2207,4,"['Where was Muhammad Ali born?', 'Muhammad Ali was born in Louisville, Kentucky.', 'When was Muhammad Ali born?', 'Muhammad Ali was born on January 17, 1942.', ""What did Muhammad Ali's parents do for a living?"", ""Muhammad Ali's father, Cassius Marcellus Clay Sr, was a sign and billboard painter.""]",7
Did Vito Fossella have any children?,"Vito Fossella had three children with Mary Patricia Rowan, and one child with retired Lt. Col. Laura Fay",6629,6,"['Where was Vito Fossella born?', 'Vito Fossella was born on Staten Island, New York', 'Did Vito Fossella have brothers and sisters?', 'Yes, Vito Fossella was one of seven children', 'Where did Vito Fossella go to school?', 'Vito Fossella attended Monsigno Farrell High School, Iona College, and the Wharton School of the University of Pennsylvania', 'What did Vito Fossella study in college?', 'Vito Fossella studied economics in college', 'Was Vito Fossella married?', 'Yes, Vito Fossella was married to Mary Patricia Rowan']",7
who plays mr fiers in amazing spider man,"The Gentleman appears in the mid-credits scene of The Amazing Spider-Man, portrayed by Michael Massee.",10021,1,[],8
Did Usher tour in support of his album Hard II Love?,"Usher appeared on the BBC Radio 1, Live Lounge, where he performed No Limit and Crash as well as singles from his previous albums.",3566,6,"['Is Hard II Love an Usher album?', 'Hard II Love is the eighth studio album by American singer-songwriter Usher.', 'Who produced Hard II Love by Usher?', ""Hard II Love had executive production from Usher, alongside Mark Pitts, Jaha Johnson, and its co-production by Coup D'état."", ""Were there singles released from Usher's Hard II Love album?"", ""Usher's album, Hard II Love was supported by four singles: No Limit featuring Young Thug, Crash, Missin U and Rivals featuring Future."", 'How did No Limit by Usher do on the charts?', 'No Limit by Usher peaked at number 32 on the US Billboard Hot 100, number 9 on the US Hot R&B/Hip-Hop Songs, and at number 4 on the rhythmic charts.', ""Did Usher's album Hard II Love make it onto the album charts?"", ""In Usher's home country of United States, Hard II Love debuted at number 5 on the Billboard 200""]",12
when did the show frasier begin and end,"Frasier premiered on September 16, 1993, and concluded on May 13, 2004.",10738,1,[],8
Who is in The Colbert Report show?,"The Colbert Report was created by Stephen Colbert, Jon Stewart, and Ben Karlin.",1709,4,"['What do you find most interesting in the Colbert Report article?', 'The Colbert Report focused on a fictional anchorman character named Stephen Colbert, played by his real-life namesake.', 'What is The Colbert Report show?', 'The Colbert Report is an American late-night talk and news satire television program hosted by Stephen Colbert.', 'How was the Colbert Report developed?', 'The Colbert Report was designed as an extension of the satiric goals of The Daily Show, combining it with general silliness and character-driven humor.']",8
where did Glenda Jackson attend school?,Jackson was educated at the West Kirby County Grammar School for Girls,2987,2,"['where was Glenda Jackson born?', 'Jackson was born in Birkenhead on the Wirral, Cheshire']",7
do they still make schlitz malt liquor bull,"Pabst Brewing Company, now headquartered in Los Angeles, continues to produce Schlitz Red Bull and Schlitz Bull Ice",7523,1,[],8
who plays violet in charlie and the chocolate factory,Denise Nickerson started her career as a child actress playing bratty bubblegum-chewing Violet Beauregarde in the 1971 film Willy Wonka and the Chocolate Factory.,10147,1,[],9
What album was Queen's You're My Best Friend on?,You're My Best Friend was first included on the 1975 album A Night at the Opera.,10389,5,"[""what movie was you're my best friend by queen in"", ""You're My Best Friend was used in several films such as I Now Pronounce You Chuck and Larry, Shaun of the Dead, Peter's Friends and The Secret Life of Pets."", ""When was the Queen song You're My Best Friend played in I Now Pronounce You Chuck and Larry?"", ""You're My Best Friend was used in the end credits of I Now Pronounce You Chuck and Larry."", ""Did the Queen song You're My Best Friend chart?"", ""The Queen song You're My Best Friend reached number seven in the UK Singles Chart and number 16 on the US Billboard Hot 100."", ""How many copies of Queen's You're My Best Friend were sold?"", ""You're My Best Friend was certified platinum by the Recording Industry Association of America in the US with over one million copies sold.""]",12
Where was Hugh Trumble born?,"Hugh Trumble was born in the inner Melbourne neighbourhood of Collingwood, Victoria.",3475,1,[],6
at how many volts is electric power generated,"Most electricity is generated at 13,200 to 24,000 volts.",8241,2,"['what is electric power generation transmission and distribution', 'There are three stages of electric power supply; generation, transmission and distribution. Each of these stages involves distinct production processes, work activities and hazards.']",8
What was the song '39 inspired by?,"'39 tells the tale of space explorers who embark on what is, from their perspective, a year-long voyage. Upon their return, they realize a hundred years have passed.",5601,3,"[""What was the song '39 from the album A Night at the Opera?"", ""'39 is a song by British rock band Queen. Composed by lead guitarist Brian May, it is the fifth track on their fourth studio album A Night at the Opera."", ""Did the song '39 win any awards?"", ""'39 was a live favourite throughout the 1970s, often being used as a singalong in concert.""]",8
What was special about the opening segment Dwayne Johnson appeared in for WrestleMania XXX?,The Rock made a surprise appearance to confront Rusev and Lana,5792,3,"['What happened in 2014 regarding Dwayne Johnson?', 'In April 2014, The Rock appeared in the opening segment of WrestleMania XXX along with Stone Cold Steve Austin and Hulk Hogan.', 'Who did Dwayne Johnson fight at WrestleMania XXX?', 'Rusev and Lana']",15
why are mars's moons small and irregularly shaped,Mars's moons may be captured asteroids.,9828,4,"['earth is what number planet from the sun', 'Earth is the third planet from the Sun.', 'what is the fourth planet from the sun', 'Mars is the fourth planet from the sun.', 'does mars have moons', 'Mars has two moons, Phobos and Deimos, which are small and irregularly shaped.']",9
Is calling all lovers an album?,Calling All Lovers is the fourth studio album by American R&B singer Tamar Braxton.,6535,1,[],7
What was the movie Coolie about?,"Coolie is about Iqbar's life. Wealthy ex-convict Zafir separates him from his mother (Selma) when she loses her memory. He ends up befriending Sunny, Zafir and Selma's adoptive son.",2194,8,"['What injury did Amitabh Bachchan suffer while filming the movie Coolie?', 'On 26 July 1982, while filming Coolie, Amitabh Bachchan suffered a near-fatal intestinal injury while doing a fight scene with co-actor Puneet Issar.', 'Did the injury Amitabh Bachchan suffered during the filming of Coolie affect his career?', 'Amitabh Bachchan resumed filming later that year after a long period of recuperation from the splenic rupture.', 'How long was Amitabh Bachchan out of filming after the injury during filming Coolie?', 'Amitabh Bachchan resumed filming later that year after a long period of recuperation from the splenic rupture.', 'What movie was Amitabh Bachchan working on at the time of the injury?', 'Amitabh Bachchan was filming Coolie when he got injured.', 'Where did Amitabh Bachchan get injured?', 'Amitabh Bachchan was at the Univeristy Campus in Bangalore.', 'What was Amitabh Bachchan doing at the University Campus in Bangalore?', 'Amitabh Bachchan was filming Coolie.', 'How popular was the movie Coolie?', ""Coolie was released in 1983, and partly due to the publicity of Amitabh Bachchan's accident, the film was a box office success and the top-grossing film of that year.""]",7
